_id,location_id,location,lng,lat,centreline_type,centreline_id,px,latest_count_date
761,4709,HIGHWAY 401 N TCS AT MORNINGSIDE AVE (PX 1546),-79.19774499823079,43.79782899670964,2,20154546,1546,2023-12-10
762,4710,KINGSTON RD AT MORNINGSIDE AVE,-79.1868657256296,43.7706126705875,2,13446901,143,2023-12-10
763,4711,MORNINGSIDE AVE AT WEST HILL CI & 95M N OF BEATH ST (PX 1394),-79.18901000557918,43.77559000163625,1,107532,1394,2016-03-02
764,4712,MILNER AVE AT MORNINGSIDE AVE (PX 1584),-79.19907999385121,43.80027999624036,2,13443245,1584,2023-04-01
765,4713,BRENYON WAY AT SEWELLS RD (PX 1788),-79.21559499926983,43.80779899821037,2,13442606,1788,2022-02-22
766,4714,HIGHWAY 409 S TCS AT MARTIN GROVE RD (PX 1133),-79.57376399743498,43.697946998655404,2,13458920,1133,2024-01-17
767,4715,HIGHWAY 409 N TCS AT MARTIN GROVE RD (PX 1134),-79.57474199532756,43.70006900116104,2,13458507,1134,2024-01-17
768,4716,MARTIN GROVE RD AT RATHBURN RD (PX 879),-79.55524599464096,43.65703499848566,2,13465976,879,2023-11-25
769,4717,MILNER AVE AT PROGRESS AVE (PX 1724),-79.23417799502016,43.79019100019995,2,13444498,1724,2023-11-30
770,4718,LAIRD DR AT MILLWOOD RD & SOUTHVALE DR (PX 682),-79.36055800365577,43.70314100106431,2,13457594,682,2017-04-22
771,4719,INDUSTRIAL ST AT LAIRD DR,-79.3622857526906,43.7072800989457,2,13456928,,1997-07-23
772,4720,LAIRD DR AT MCRAE DR & WICKSTEED AVE (PX 681),-79.36352599657258,43.71035900287081,2,13456424,681,2022-04-06
773,4721,MILLWOOD RD AT REDWAY RD & VILLAGE STATION (PX 686),-79.35811000520266,43.701885001698365,2,13457798,686,2017-01-12
774,4722,BIRCHMOUNT RD AT SHEPPARD AVE E (PX751),-79.29810599748798,43.78105400259915,2,13445746,751,2021-08-25
775,4723,AGINCOURT MALL AT SHEPPARD AVE& 185M W OF KENNEDY RD (PX 1444),-79.29049000119751,43.78280000249597,1,106971,1444,2019-12-05
776,4724,MALVERN ST AT PROGRESS AVE & SHEPPARD AVE (PX 1568),-79.23493099543826,43.79466200037439,2,13443955,1568,2023-11-30
777,4725,KIPLING AVE AT NORSEMAN ST (PX 725),-79.5310689942604,43.63148299612877,2,13469239,725,2022-02-08
778,4726,CLEMENT RD AT HUNTING RIDGE & KIPLING AVE (PX 1036),-79.55281099704409,43.68137899883503,2,13461907,1036,2022-02-09
779,4727,GENTHORN AVE AT KIPLING AVE (PX 1797),-79.57236599513766,43.72343700116765,2,13454784,1797,2022-02-08
780,4728,ANNABELLE DR AT KIPLING AVE & ROWNTREE RD (PX 1659),-79.5858279991154,43.750976002345624,2,13450584,1659,2022-02-08
781,4729,HIGHWAY 401 N TCS AT LESLIE ST (PX 753),-79.36366300356313,43.76723399831153,2,13447810,753,2019-06-13
782,4730,LESLIE ST AT QUEEN ST E,-79.3301999037699,43.6632539646755,2,13464498,547,2021-12-15
783,4731,LESLIE ST AT TALWOOD DR S,-79.356852108984,43.7383058924707,2,13452118,,2007-08-28
784,4732,FRANCINE DR AT LESLIE ST,-79.3715854255686,43.804869250591,2,13443062,,2017-09-19
785,4733,FINCH AVE E AT LESLIE ST,-79.3680670623351,43.7900120952794,2,13444761,868,2024-06-18
786,4734,BANNATYNE DR AT LESLIE ST (PX 738),-79.36126899603167,43.75872100394101,2,13448991,738,2016-11-08
787,4735,DON MILLS RD AT GATEWAY BLVD N,-79.3363509958181,43.7144036979756,2,13455700,1389,2019-09-28
788,4736,DON MILLS RD AT WYNFORD DR,-79.3395707999897,43.7230094534271,2,13454407,822,2023-02-28
789,4737,DON MILLS RD AT BARBER GREENE RD & GREEN BELT DR,-79.3408596223628,43.7276564266178,2,13453783,623,2023-03-21
790,4738,DON MILLS RD W AT 2975 DON MILLS RD W,-79.35200223188792,43.78137057971979,1,9950387,1043,2023-02-28
791,4739,DON MILLS RD AT VAN HORNE AVE,-79.3530299647219,43.7873450181836,2,13445096,628,2023-02-28
792,4740,DON MILLS RD AT FINCH AVE E,-79.3547369597867,43.7926604919921,2,13444423,869,2023-02-28
793,4741,DON MILLS RD AT MCNICOLL AVE,-79.3541422798534,43.7996086516684,2,13443573,1039,2023-04-15
794,4742,DON MILLS RD AT STEELES AVE E,-79.3607769603845,43.8111841512224,2,13442528,1038,2023-02-16
795,4743,GREENWOOD AVE AT MORTIMER AVE (PX 662),-79.33550399466365,43.68866000427622,2,13460029,662,2022-02-16
796,4744,DORIS AVE AT EMPRESS AVE (PX 1801),-79.41080900052758,43.76972800366842,2,13447523,1801,2013-05-02
797,4745,ASHBRIDGES BAY PARK RD AT COXWELL AVE & LAKE SHORE BLVD (PX 963),-79.31486800195083,43.66227299609346,2,13464618,963,2023-11-18
798,4747,ISLINGTON AVE AT THE KINGSWAY (PX 708),-79.5338569959372,43.66838000222778,2,13464097,708,2014-04-24
799,4748,ISLINGTON AVE AT THE QUEENSWAY (PX 567),-79.51478299900201,43.623592000662356,2,13469672,567,2011-12-08
800,4749,FENLEY DR AT ISLINGTON AVE & WINNIPEG RD,-79.5448927856059,43.6930788108255,2,13459769,,1997-04-01
801,4750,BAYLAWN DR AT FINCH AVE E,-79.2889112156056,43.8031265979245,2,13443113,,2000-11-21
802,4751,FINCH AVE E AT WILLOWDALE AVE,-79.407105781905,43.7816255450586,2,13445882,807,2024-06-04
803,4752,DRIFTWOOD AVE AT FINCH AVE (PX 961),-79.51344499514535,43.758059000600255,2,13449373,961,2010-07-19
804,4753,ALBION RD AT FINCH AVE (PX 1001),-79.58923199673978,43.74109300182129,2,13452171,1001,2016-05-24
805,4754,FINCH AVE AT ROMFIELD LANE (PX 1061),-79.49364199647123,43.76260000253178,2,13448693,1061,2016-02-23
806,4755,FINCH AVE AT TALBOT RD (PX 1206),-79.42298499999647,43.778122999675524,2,13446359,1206,2023-11-22
807,4756,LAWRENCE AVE E AT PORT UNION RD (PX 1574),-79.1366749992674,43.77960199836397,2,13445621,1574,2023-04-01
808,4757,FANFARE AVE AT LAWSON RD & PORT UNION RD,-79.1409163814872,43.7896603071782,2,13444382,1433,2023-04-01
809,4758,GERRARD ST E AT GLENMOUNT PARK RD,-79.3059992959168,43.6826741827992,2,13461057,364,2017-08-31
810,4759,LEE AVE AT QUEEN ST E,-79.2979902063501,43.670481797403,2,13463187,549,2020-08-27
811,4760,QUEEN ST E AT WINEVA AVE (PX 550),-79.29574000014877,43.670980000722835,2,13463118,550,2022-06-25
812,4761,MCNICOLL AVE AT SILVER SPRINGS BLVD (PX 1817),-79.30634699690776,43.81005299804748,2,13442549,1817,2018-12-13
813,4762,MIDLAND AVE AT STEELES AVE E,-79.2972774023266,43.8259539588215,2,13441740,1260,2022-12-14
814,4763,STEELES AVE E AT 6431 STEELES AVE E,-79.2287459349364,43.8418800320788,2,13441600,,2004-07-12
815,4764,FERRIER ST AT STEELES AVE E,-79.3297674025387,43.8184194596098,2,14228223,1710,2023-01-31
816,4765,MIDDLEFIELD RD AT STEELES AVE E,-79.2679054969883,43.8327237436441,2,13441635,1554,2022-12-10
817,4766,SHADLOCK ST AT STEELES AVE E,-79.2611503760177,43.8343022044936,2,14303972,2162,2022-12-10
818,4767,STEELES AVE W AT TURBINE DR,-79.5578005431514,43.767981429364,2,13448082,,2012-10-01
819,4768,STEELES AVE E AT HENDERSON AVE & MAXOME AVE,-79.4062507883989,43.8010686640111,2,13443490,966,2023-01-31
820,4769,STEELES AVE W AT 370 STEELES AVE W,-79.43291072748619,43.79520606160669,1,10335730,,1997-05-15
821,4771,HIGHWAY 27 AT STEELES AVE W,-79.6140640965393,43.7554767451202,2,13449960,1793,2022-12-10
822,4772,STEELES AVE W AT FOUNDERS RD,-79.5043571684959,43.7792399935914,2,13446357,1214,2022-12-10
823,4773,STEELES AVE W AT FENMAR DR & PINE VALLEY DR,-79.5647942925364,43.7665551596901,2,13448285,1209,2022-12-10
824,4774,JOHN DRURY DR AT SHEPPARD AVE (PX 1296),-79.48278600554309,43.74828700073392,2,13450779,1296,2014-02-20
825,4775,RIVERSIDE DR AT SOUTH KINGSWAY,-79.4763016021513,43.6377040174441,2,13468574,,2023-06-20
826,4776,LAKE SHORE BLVD AT PALACE PIER CT (PX 2034),-79.47554000458548,43.63126199684246,2,13469208,2034,2016-10-06
827,4777,LAKE SHORE BLVD AT STADIUM RD & FLEET ST (PX 221),-79.40198500323487,43.63589599865503,2,13468647,221,2011-05-26
828,4778,LAKE SHORE BLVD AT THIRTEENTH ST (PX 1689),-79.51184900382641,43.59932699985714,2,13470504,1689,2014-02-04
829,4779,LAKE SHORE BLVD AT TENTH ST (PX 236),-79.50863199587026,43.60001699646527,2,13470475,236,2014-02-19
830,4780,LAKE SHORE BLVD AT THIRD ST (PX 234),-79.50076299986107,43.60175899933311,2,13470414,234,2015-11-12
831,4781,BURLINGTON ST AT LAKE SHORE BLVD (PX 218),-79.48734799819799,43.61728000055355,2,13469945,218,2021-12-15
832,4782,GLENWOOD CRES AT O CONNOR DR (PX 1836),-79.3156280044189,43.702767995878304,2,13457547,1836,2012-05-28
833,4783,BERMONDSEY RD AT OCONNOR DR & YARDLEY AVE,-79.3074273270774,43.7124533230489,2,13455948,448,2022-02-08
834,4784,COXWELL AVE AT COXWELL BLVD & OCONNOR DR (PX 445),-79.32948900114357,43.697766996277714,2,13458334,445,2023-11-18
835,4785,CURITY AVE AT O CONNOR DR (PX 1680),-79.31101699926276,43.7079039994056,2,13456719,1680,2009-10-26
836,4786,MILITARY TRL AT OLD KINGSTON RD,-79.1729569467395,43.7818838954527,2,13445429,1471,2022-02-24
837,4787,KINGSTON RD AT LAWSON RD & OLD KINGSTON RD (PX 1573),-79.16874599804879,43.784542002992765,2,13445095,1573,2010-12-14
838,4788,KINGSTON RD AT OLD KINGSTON RD,-79.1831176452258,43.7740475893509,2,13446432,1150,2011-01-20
839,4789,KINGSTON RD AT PARKCREST DR,-79.2202041415566,43.7359390653903,2,13452173,1759,2022-06-01
840,4790,KINGSTON RD AT SCARBOROUGH RD,-79.2870876321805,43.6805397969014,2,13461408,1669,2015-11-11
841,4791,CARLINGVIEW DR AT DISCO RD (PX 1207),-79.60147399687197,43.69974599799459,2,13458633,1207,2014-12-10
842,4792,RENFORTH DR AT SILVER DART RD (PX 1641),-79.59323999455584,43.67642700326742,2,13462876,1641,2012-02-22
843,4793,ELMBROOK CRES AT ERINGATE DR & RENFORTH DR (PX 1349),-79.58332600606602,43.65990599868095,2,13465556,1349,2017-09-19
844,4794,RATHBURN RD AT RENFORTH DR (PX 1065),-79.57949999617134,43.651407999200266,2,13466944,1065,2024-06-04
845,4795,DAVENPORT RD AT SALEM AVE,-79.4371409829772,43.6739742466515,2,13462947,,1996-01-23
846,4796,COTTINGHAM RD AT DAVENPORT RD & GLEN EDYTH,-79.4052488672991,43.677823728452,2,13462201,,1996-09-11
847,4797,HIGHWAY 401 S TCS AT WESTON RD (PX 585),-79.53546299488876,43.7118639957593,2,13456568,585,2019-01-17
848,4798,HIGHWAY 401 N TCS AT WESTON RD (PX 586),-79.53667599988066,43.71480100372308,2,13456094,586,2019-01-17
849,4799,LANYARD RD AT WESTON RD (PX 1096),-79.5416080046444,43.74823299936188,2,13450908,1096,2018-10-24
850,4800,RAY AVE AT WESTON RD (PX 579),-79.49421499539733,43.688656996382754,2,13460444,579,2019-06-25
851,4801,GUNNS RD AT WESTON RD (PX 1403),-79.47039200278208,43.67591800169278,2,13462686,1403,2012-11-15
852,4802,ROGERS RD AT WESTON RD (PX 395),-79.47675100182732,43.68160899695153,2,13461687,395,2024-05-29
853,4803,LAWRENCE AVE AT WESTON RD (PX 431),-79.51620099961744,43.700157998233685,2,13458367,431,2024-04-23
854,4804,BRADMORE AVE AT WESTON RD,-79.5370294476846,43.7230693956261,2,13454770,,2021-12-01
855,4805,BUDE ST AT VAUGHAN RD,-79.44328405524,43.6935398229999,2,13459431,,1996-03-26
856,4806,GLENHOLME AVE AT VAUGHAN RD,-79.4446039486109,43.6939661503937,2,13459363,,2022-03-08
857,4807,ALBION RD AT HIGHWAY 27 (PX 1164),-79.60755700010453,43.744280003058996,2,13451705,1164,2022-02-12
858,4808,HUMBERWOOD BLVD AT REXDALE BLVD (PX 1619),-79.6125940031906,43.72040299662853,2,13455330,1619,2022-12-17
859,4809,TRETHEWEY DR AT YORE RD,-79.475417404844,43.6908524726764,2,13459985,469,2023-02-28
860,4810,DANFORTH RD AT MIDLAND AVE,-79.2539610586054,43.7248275180832,2,13454001,377,2024-05-29
861,4811,DANFORTH RD AT SAVARIN ST (PX 859),-79.24506099456852,43.743230001981374,2,13451069,859,2016-05-26
862,4812,HIGHWAY 401 S TCS AT VICTORIA PARK AVE (PX 759),-79.31917900004542,43.7669249989411,2,13447751,759,2019-01-23
863,4813,HIGHWAY 401 N TCS AT VICTORIA PARK AVE (PX 758),-79.32033499627698,43.76952699978415,2,13447360,758,2017-12-12
864,4814,KINGSTON RD AT VICTORIA PARK AVE,-79.2840604480069,43.6808114397811,2,13461342,158,2024-06-18
865,4815,ARNCLIFFE CR AT VICTORIA PARK AVE (PX 1585),-79.30561000164934,43.73186599629726,2,13453008,1585,2013-05-09
866,4816,GERRARD ST E AT VICTORIA PARK AVE,-79.2865765856099,43.6869049542795,2,13460223,361,2024-06-18
867,4817,DENTON AVE AT VICTORIA PARK AVE (PX 1447),-79.28902200619949,43.69286899993109,2,13459140,1447,2012-07-05
868,4818,CRESCENT TOWN RD AT VICTORIA PARK AVE (PX 982),-79.29048399439206,43.69655000246484,2,13458442,982,2013-08-01
869,4819,ST CLAIR AVE AT VICTORIA PARK AVE (PX 471),-79.2959850055133,43.708775998693305,2,13456521,471,2024-06-18
870,4820,SURREY AVE AT VICTORIA PARK AVE (PX 515),-79.30742699428038,43.736269996727614,2,13452323,515,2013-08-28
871,4821,VICTORIA PARK AVE AT YORK MILLS RD,-79.3175317247447,43.7630209373757,2,13448310,518,2016-06-11
872,4822,CONSUMERS RD AT MEADOWACRES DR & VICTORIA PARK AVE,-79.3215180958737,43.7719414457686,2,13446996,864,2024-06-12
873,4823,PATRICK BLVD AT VICTORIA PARK AVE (PX 1119),-79.32416999668087,43.7777429980216,2,13446226,1119,2010-11-15
874,4824,CLYDESDALE DR AT VICTORIA PARK AVE & VICTORIA WOODS GT (PX 1251),-79.32705700600371,43.78387400191402,2,13445474,1251,2013-10-10
875,4825,FERNCREST GT AT  VICTORIA PARK AV & VAN HORNE AV (PX 994),-79.32958600010897,43.789250997744304,2,13444794,994,2018-10-16
876,4826,MORECAMBE GT AT PAWNEE AVE & VICTORIA PARK AVE (PX 1113),-79.3336329960647,43.798051004373896,2,13443726,1113,2018-10-16
877,4827,GORDON BAKER RD AT VICTORIA PARK AVE (PX 1252),-79.33920900517519,43.81065999882875,2,13442540,1252,2024-05-30
878,4828,MCNICOLL AVE AT VICTORIA PARK AVE (PX 569),-79.33631599871208,43.80408499968481,2,13443090,569,2024-06-11
879,4829,DENTON AVE AT PHARMACY AVE (PX 1294),-79.28408000217749,43.69394299589939,2,13458925,1294,2015-06-15
880,4830,PHARMACY AVE AT PRAIRIE DR & TEESDALE PL (PX 1034),-79.28539900394244,43.696997996265644,2,13458358,1034,2015-06-15
881,4831,COMSTOCK RD AT PHARMACY AVE (PX 941),-79.29492400287036,43.7193170034831,2,13454827,941,2018-02-08
882,4832,PHARMACY AVE AT SURREY AVE (PX 688),-79.30228000574944,43.73741399574419,2,13452130,688,2018-02-27
883,4833,CHESTER LE BLVD AT HUNTINGDALE BLVD & PHARMACY AVE,-79.3271864049621,43.796357831739,2,13443916,1240,2018-02-08
884,4834,HUNTINGWOOD DR AT PHARMACY AVE (PX 1052),-79.32016399588059,43.78167600339818,2,13445713,1052,2021-08-19
885,4835,COLLINGSBROOK BV AT CORINTHIAN S BLVD & PHARMACY AVE (PX 1520),-79.32355899669837,43.78948500012995,2,13444748,1520,2018-02-06
886,4836,HORNER AVE AT THIRTIETH ST (PX 1018),-79.53373799865338,43.60426400214852,2,13470350,1018,2021-12-14
887,4837,KING ST W AT NIAGARA ST,-79.4077186775655,43.6429096218973,2,13467859,537,2023-11-14
888,4838,FENMAR DR AT SIGNET DR (PX 1235),-79.53894599863868,43.75848299895947,2,13449359,1235,2022-02-12
889,4839,ORMONT DR AT SIGNET DR (PX 1524),-79.54121299412063,43.765752001719356,2,13448352,1524,2022-02-10
890,4840,FAIRFAX CR AT WARDEN AVE (PX 1285),-79.28276599662145,43.716181001718,2,13455284,1285,2022-02-16
891,4841,COMSTOCK RD AT WARDEN AVE (PX 690),-79.28499300487444,43.72153200001564,2,13454488,690,2022-02-16
892,4842,LAWRENCE AVE E AT WARDEN AVE,-79.2947303931863,43.745376510284,2,13450818,409,2022-02-15
893,4843,SHEPPARD AVE E AT WARDEN AVE,-79.3079059217643,43.7787310975215,2,13446075,750,2022-02-15
894,4844,BRIDLETOWNE CRCL N AT WARDEN AVE (PX 1263),-79.31874599693408,43.801494004065525,2,13443314,1263,2022-02-15
895,4845,MCNICOLL AVE AT WARDEN AVE (PX 1287),-79.32097500607954,43.80634900219041,2,13442867,1287,2022-02-15
896,4846,EASTERN AVE AT MCGEE ST,-79.3443332396888,43.6572023629346,2,13465474,,2020-02-13
897,4847,KING ST E AT SUMACH ST (PX 1746),-79.35841499514352,43.655582002542715,2,13465784,1746,2022-03-24
898,4848,ATLANTIC AVE AT KING ST W,-79.4212900468723,43.6401790961009,2,13468224,1912,2022-11-02
899,4849,OAKDALE RD AT TORBARRIE RD,-79.5252130796341,43.7378416856986,2,14134864,,2019-06-13
900,4850,ADELAIDE ST AT SHEPPARD ST (PX 1644),-79.38212999698781,43.64961400239548,2,13466789,1644,2019-04-09
901,4851,JOHN ST AT RICHMOND ST (PX 269),-79.39079599918315,43.64913099999293,2,13466887,269,2017-06-13
902,4852,QUEEN ST W AT BEATY AVE,-79.4411531720389,43.6396971590674,2,13468310,,2018-11-14
903,4853,QUEEN ST W AT YORK ST,-79.3849096731379,43.6512065649642,2,13466538,1691,2019-02-02
904,4854,NORTH QUEEN ST AT THE QUEENSWAY (PX 917),-79.55615400423066,43.61421699565887,2,13470082,917,2023-04-15
905,4855,THE QUEENSWAY AT THE WEST MALL,-79.5626772090408,43.6123076087867,2,13470138,912,2023-04-29
906,4856,BLACK CREEK DR S TCS AT JANE ST (PX 235),-79.5059709971821,43.71104099959222,2,13456648,235,2018-04-07
907,4857,BLACK CREEK DR N TCS AT JANE ST (PX 1418),-79.5064339953825,43.71270500215702,2,13456360,1418,2018-04-14
908,4858,JANE ST AT ST CLAIR AVE (PX 495),-79.491767002496,43.66718399570622,2,13464218,495,2024-05-30
909,4859,EVANS AVE AT HIGHWAY 427 E TCS (PX 865),-79.54650299421989,43.611197004455654,2,13470164,865,2018-03-03
910,4860,EVANS AVE AT GAIR DR (PX 1310),-79.55214799683358,43.60993200212115,2,13470192,1310,2017-03-06
911,4861,DUNDAS ST E AT RIVER ST (PX 293),-79.35816200609646,43.661197998562976,2,13464879,293,2022-03-24
912,4862,DUNDAS ST E AT GREENWOOD AVE,-79.326638637076,43.6675994958495,2,13463771,285,2022-03-05
913,4863,DUNDAS ST W AT RITCHIE AVE,-79.4501157580461,43.6530512144603,2,13466382,2459,2022-03-02
914,4864,DUNDAS ST W AT HOWARD PARK RD & LYND AVE (PX 1935),-79.44808599402616,43.652114997630314,2,13466531,1935,2022-03-22
915,4865,DOVERCOURT RD AT DUNDAS ST W,-79.4246988558369,43.6494376718471,2,13466923,182,2022-03-05
916,4866,DUNDAS ST W AT RONCESVALLES AVE (PX 1305),-79.4518460020258,43.653881998468414,2,13466258,1305,2022-07-02
917,4867,ABBOTT AVE AT DUNDAS ST W,-79.4542213780824,43.6607399239462,2,13465167,,1996-09-11
918,4869,DUNDAS ST W AT SORAUREN AVE (PX 640),-79.44532299486661,43.65120099866884,2,13466677,640,2022-04-13
919,4870,DUNDAS ST W AT OSSINGTON AVE,-79.4207821526692,43.6493340834881,2,13466940,180,2022-07-02
920,4871,DUNDAS ST E AT GEORGE ST,-79.3734585796226,43.6573038797626,2,13465526,,2023-04-19
921,4872,DUNDAS ST E AT ONTARIO ST (PX 1987),-79.36856700025596,43.65887100381855,2,13465269,1987,2022-03-01
922,4873,DUNDAS ST AT WILMAR RD,-79.5413614249761,43.6347357628316,2,13468974,,2016-01-12
923,4874,DUNDAS ST E AT HIGHFIELD RD,-79.3234433823032,43.6677262318698,2,13463742,,2003-10-16
924,4875,DANFORTH RD AT KENNEDY RD (PX 375),-79.26087099969013,43.71484600030073,2,13455448,375,2024-05-29
925,4876,KENNEDY RD AT TRANSWAY CRES,-79.2675584113727,43.7312196892359,2,13453021,,2023-01-24
926,4877,KENNEDY RD AT MERRIAN RD (PX 1051),-79.26591800502595,43.72740800085717,2,13453613,1051,2015-07-21
927,4878,KENNEDY RD AT RANSTONE GDNS (PX 1762),-79.27205999966972,43.74218299858222,2,13451299,1762,2018-12-19
928,4879,KENNEDY RD AT RADNOR AVE (PX 2408),-79.27365200452967,43.745993998182506,2,13450676,2408,2019-01-08
929,4880,KENNEDY RD AT MUNHAM GT (PX 1084),-79.27867800336688,43.75935200313794,2,13448718,1084,2018-12-19
930,4881,COLLINGWOOD ST AT JADE ST & KENNEDY RD,-79.2873827776844,43.7816220896458,2,13445665,,2017-01-31
931,4882,COWDRAY CT AT KENNEDY RD (PX 1756),-79.28689899547147,43.78051500108673,2,13445796,1756,2018-12-19
932,4883,KENNEDY RD AT NORCAP AVE (PX 1684),-79.29435100343844,43.79721300319261,2,13443753,1684,2018-12-19
933,4884,FINCH AVE E AT KENNEDY RD (PX 1021),-79.2965980045827,43.801267997864265,2,13443302,1021,2024-06-11
934,4885,KENNEDY RD AT MCNICOLL AVE (PX 1586),-79.301944996827,43.81213599706819,2,13442363,1586,2024-06-11
935,4886,CLINTON ST AT HARBORD ST (PX 2320),-79.41585599514698,43.660283996086626,2,13465154,2320,2010-04-21
936,4887,BLOOR ST E AT PARLIAMENT ST (PX 252),-79.37069699944516,43.672009002143234,2,13463124,252,2022-03-24
937,4888,BLOOR ST W AT MONTGOMERY RD,-79.5145715452482,43.6466703287988,2,13467572,1591,2024-04-30
938,4889,BLOOR ST W AT DURIE ST W (PX 1479),-79.4790829988368,43.650500999523125,2,13466857,1479,2022-05-12
939,4890,BLOOR ST AT INDIAN RD (PX 1717),-79.45689300141375,43.65539499841623,2,13466037,1717,2017-01-12
940,4891,BLOOR ST W AT PERTH AVE,-79.4487963466108,43.6570789619169,2,13465751,2645,2023-10-25
941,4892,BLOOR ST W AT WINDERMERE AVE (PX 332),-79.4804689946355,43.650205000922405,2,13466917,332,2024-05-08
942,4893,BLOOR ST AT ROBERT ST & WALMER RD (PX 2083),-79.40535400040903,43.66635799798935,2,13464161,2083,2018-01-11
943,4894,BLOOR ST AT ST GEORGE ST (PX 271),-79.39983599508803,43.66751599850846,2,13463947,271,2019-01-26
944,4895,BAY ST AT BLOOR ST W,-79.3894814610709,43.6697057879646,2,13463548,70,2023-06-21
945,4896,BLOOR ST AT NEILSON DR (PX 2210),-79.56722900484066,43.634449996964314,2,13469038,2210,2014-09-23
946,4897,BLOOR ST W AT ROYAL YORK RD,-79.5113633238247,43.6473629698271,2,13467463,338,2024-04-30
947,4898,DANFORTH AVE AT PHARMACY AVE (PX 356),-79.2833779990601,43.69232999560851,2,13459232,356,2022-06-01
948,4899,CAMBRIDGE AVE AT DANFORTH AVE,-79.3604480348198,43.6759039647644,2,13462430,,2001-01-24
949,4900,CARLAW AVE AT DANFORTH AVE (PX 344),-79.34734500497746,43.678460001008716,2,13461936,344,2022-03-08
950,4901,DANFORTH AVE AT GREENWOOD AVE (PX 348),-79.3323819969191,43.68148400350337,2,13461356,348,2022-06-25
951,4902,DANFORTH AVE AT WESTLAKE AVE (PX 1267),-79.30499500502059,43.68748099753895,2,13460172,1267,2022-03-08
952,4903,DUNDAS ST W AT KEELE ST (PX 188),-79.46455700184531,43.66540400413847,2,13464438,188,2023-11-25
953,4904,KEELE ST AT TILBURY DR (PX 598),-79.48297900443318,43.730342997172365,2,13453646,598,2022-01-27
954,4905,GLENLAKE AVE AT KEELE ST (PX 575),-79.46148999851913,43.65830700127852,2,13465564,575,2022-02-01
955,4906,KEELE ST AT ROGERS RD (PX 394),-79.47159799794886,43.682136002712916,2,13461587,394,2022-02-05
956,4907,KEELE ST AT WILSON AVE (PX 597),-79.48206900450953,43.72664199911717,2,13454197,597,2021-12-18
957,4908,DIANA DR AT KEELE ST (PX 1548),-79.48555700571661,43.7410820041101,2,13451959,1548,2022-01-27
958,4909,KEELE ST AT TORO RD (PX 1173),-79.49008200024349,43.759827995825454,2,13449077,1173,2021-12-15
959,4910,KEELE ST AT PETRO CANADA & 160M S OF THE POND RD (PX 1545),-79.49279000229265,43.770690003269195,1,439282,1545,2021-12-15
960,4911,MIDLAND AVE AT SILVER STAR BLVD & SOUTH SHIELDS AVE,-79.2888003517962,43.8070508608343,2,13442762,1494,2016-12-14
961,4912,MIDLAND AVE AT BROADBENT AVE & WAINFLEET RD,-79.2599723423422,43.738936421835,2,13451799,1719,2016-12-14
962,4913,DORCOT AVE AT MIDLAND AVE,-79.2674470868918,43.7579534045495,2,13448907,1081,2016-12-14
963,4914,MIDLAND AVE AT MIDWEST RD,-79.2705633706647,43.765895594434,2,13447807,1029,2016-04-05
964,4915,MIDLAND AVE AT PROGRESS AVE,-79.2729863134598,43.7729659909056,2,13446743,691,2022-02-26
965,4916,MIDLAND AVE AT PITFIELD RD,-79.2761388286079,43.7805976393658,2,13445764,1242,2013-07-24
966,4917,FERMANAGH AVE AT HIGH PARK BLVD & RONCESVALLES AVE (PX 832),-79.44905900152129,43.64633700140555,2,13467486,832,2022-02-12
967,4918,HOWARD PARK AVE AT RONCESVALLES AVE (PX 833),-79.45106900333697,43.65151499560827,2,13466640,833,2022-02-10
968,4919,DAVENPORT RD AT LAUGHTON AVE (PX 1022),-79.45579400317828,43.670336004393704,2,13463602,1022,2023-10-17
969,4920,CALEDONIA RD AT GLENCAIRN AVE (PX 1301),-79.46479999636969,43.70465000041876,2,13457583,1301,2018-03-08
970,4921,CALEDONIA RD AT ORFUS RD (PX 1302),-79.46815700410272,43.71775599875389,2,13455455,1302,2018-03-08
971,4922,APPLEFIELD DR AT BRIMLEY RD & BERNADINE ST (PX 2101),-79.26078200073285,43.76832700133455,2,13447415,2101,2016-12-15
972,4923,DUPONT ST AT LANSDOWNE AVE (PX 844),-79.44646099433211,43.666725000262815,2,13464191,844,2023-11-25
973,4924,DUPONT ST AT EMERSON AVE,-79.4441796890204,43.6672137706816,2,13464092,,2022-06-14
974,4925,DUPONT ST AT SHAW ST,-79.4266011673524,43.6705737178354,2,13463468,900,2023-11-25
975,4926,DUPONT ST AT LOBLAWS ENTRANCE,-79.40532,43.67522,1,1141235,,2008-06-02
976,4927,BRIMLEY RD AT KINGSTON RD (PX 164),-79.24036300614664,43.71822599938396,2,13454867,164,2022-06-01
977,4928,BRIMLEY RD AT ST CLAIR AVE E (PX 497),-79.24144799811073,43.72087499661463,2,13454486,497,2024-06-19
978,4929,BRIMLEY RD AT LAWRENCE AVE E (PX 414),-79.25536699408468,43.75352600203006,2,13449501,414,2024-06-12
979,4930,BRIMLEY RD AT HUNTINGWOOD DR (PX 1170),-79.27336599767851,43.79840700252725,2,13443575,1170,2021-08-25
980,4931,BRIMLEY RD AT MCNICOLL AVE (PX 1510),-79.28186799859532,43.81566999775308,2,13442140,1510,2024-03-06
